trajectory_id,group,image,lang_original,normal_action,paraphrased_action,contradictory_action,neutral_action,l2_normal_paraphrased_6d,l2_normal_contradictory_6d,l2_normal_neutral_6d,cos_normal_paraphrased_6d,cos_normal_contradictory_6d,cos_normal_neutral_6d
21,final,traj021_final.jpg,close the drawer,"[-0.003116552485153079, 0.0011946766171604395, 0.002097183605656028, -0.011633576825261116, -0.008149109780788422, -0.0032903074752539396, 0.9960784316062927]","[-0.003787575289607048, 0.011554990895092487, -0.00024124380433931947, 0.05222584679722786, -0.012168297544121742, -0.009737499989569187, 0.9960784316062927]","[0.003817348973825574, -0.014345794916152954, -0.017649536952376366, 0.08160118013620377, 0.008597508072853088, 0.0015450867358595133, 0.9960784316062927]","[-0.020563142374157906, -0.025353629142045975, -0.0023198460694402456, 0.08160118013620377, -0.0925520658493042, -0.12417516112327576, 0.9960784316062927]",0.06518436223268509,0.09836700558662415,0.1773652583360672,-0.5350571274757385,-0.8469915390014648,0.0901242196559906
22,final,traj022_final.jpg,flip the pot upright in the sink,"[1.4886919416312594e-05, 0.0018421962158754468, -0.0005010690656490624, 0.02476629428565502, -0.012168297544121742, -0.012961096130311489, 0.9960784316062927]","[-0.00020878732902929187, 0.002489715814590454, 0.0026168341282755136, 0.05797319486737251, 0.014626290649175644, -0.011349298059940338, 0.0]","[1.4886919416312594e-05, 0.003460995387285948, -0.0005010690656490624, 0.008162843994796276, 0.010607101954519749, -0.0032903074752539396, 0.9960784316062927]","[0.0031463264022022486, -0.0013954020105302334, 0.0023570088669657707, -0.002054663607850671, 0.0005591315566562116, 0.0031568848062306643, 0.0]",0.04281865060329437,0.029841884970664978,0.03419937193393707,0.7561703324317932,0.28171810507774353,-0.5930029153823853
23,final,traj023_final.jpg,move the orange object to the lower middle of the burner,"[0.00023856115876697004, -0.00010036268940893933, 0.0005382320377975702, -0.0014160692226141691, -0.0007805978530086577, 0.0015450867358595133, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 0.0005382320377975702, -0.0014160692226141691, -0.0007805978530086577, -6.67113417875953e-05, 0.9960784316062927]","[0.00023856115876697004, -0.00010036268940893933, 0.0005382320377975702, -0.0014160692226141691, -0.0007805978530086577, -6.67113417875953e-05, 0.9960784316062927]","[0.00023856115876697004, -0.00010036268940893933, -0.0005010690656490624, 0.0011383076198399067, 0.0012289963196963072, -6.67113417875953e-05, 0.9960784316062927]",0.0016272440552711487,0.001611798070371151,0.0037737712264060974,0.7117200493812561,0.7182707786560059,-0.7026576995849609
24,final,traj024_final.jpg,move the silver can to the right side,"[0.020592916756868362, 0.02418162301182747, 0.010151767171919346, -0.0007774750120006502, -0.023555997759103775, 0.07729959487915039, 0.9960784316062927]","[0.020592916756868362, 0.005403554067015648, 0.0028766596224159002, -0.0007774750120006502, -0.024225862696766853, 0.07085240632295609, 0.9960784316062927]","[0.023948030546307564, 0.012202510610222816, 0.008852641098201275, -0.03206859156489372, -0.05035058781504631, 0.009604076854884624, 0.9960784316062927]","[0.015001061372458935, 0.008317392319440842, -0.011673555709421635, 0.011994409374892712, 0.04677979648113251, 0.004768683109432459, 0.9960784316062927]",0.021155565977096558,0.08022599667310715,0.10550007224082947,0.9737924933433533,0.48516881465911865,-0.07609990239143372
25,final,traj025_final.jpg,move the blue brush on top of the blue cloth,"[-0.008037385530769825, -0.009165638126432896, 0.003656135406345129, -0.01291076559573412, -0.04164234548807144, -0.0016785094048827887, 0.9960784316062927]","[-0.008037385530769825, -0.009165638126432896, -0.008815477602183819, 0.0030540903098881245, 0.022664666175842285, -0.012961096130311489, 0.9960784316062927]","[0.0006859096465632319, -0.0023666813503950834, -0.006477050483226776, -0.002054663607850671, 0.026683855801820755, 0.00638048117980361, 0.9960784316062927]","[-0.0013271585339680314, -0.00042412252514623106, -0.0062172249890863895, 0.0017769018886610866, 0.02467426098883152, 0.00638048117980361, 0.9960784316062927]",0.06836012005805969,0.07124798744916916,0.06998207420110703,-0.6139464974403381,-0.8552797436714172,-0.8935809135437012
26,final,traj026_final.jpg,move the can into the middle of the table,"[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.0013271585339680314, 0.00022339713177643716, -0.00829582754522562, -0.028237026184797287, 0.008597508072853088, 0.007992278784513474, 0.9960784316062927]",0.0,0.0,0.03164367005228996,1.0,1.0,0.3270646929740906
27,final,traj027_final.jpg,put the cucumber in the cup,"[-0.009155756793916225, -0.0013954020105302334, 0.018466176465153694, 0.005608467385172844, 0.0052481843158602715, -0.017796490341424942, 0.9960784316062927]","[-0.009155756793916225, -0.005280519835650921, 0.010411592200398445, -0.015465142205357552, 0.060177091509103775, -0.0016785094048827887, 0.9960784316062927]","[-0.011616173200309277, 0.0018421962158754468, 0.0249618086963892, -0.03270718827843666, -0.07446571439504623, -0.008125701919198036, 0.9960784316062927]","[0.010751250199973583, 0.0031372355297207832, -0.009594953618943691, 0.01710316352546215, -0.0014504624996334314, -0.004902105778455734, 0.9960784316062927]",0.06165258586406708,0.08930088579654694,0.0393386036157608,0.2996416985988617,0.055279772728681564,-0.15923067927360535
28,final,traj028_final.jpg,move the purple cloth to the lower right of the table,"[0.00023856115876697004, -0.00010036268940893933, 1.8581469703349285e-05, -0.002054663607850671, 0.0005591315566562116, 0.0015450867358595133, 0.9960784316062927]","[0.00023856115876697004, -0.00010036268940893933, 1.8581469703349285e-05, -0.002054663607850671, 0.0005591315566562116, 0.0015450867358595133, 0.9960784316062927]","[0.00023856115876697004, 0.00022339713177643716, 1.8581469703349285e-05, -0.0014160692226141691, -0.002120327204465866, -0.0016785094048827887, 0.9960784316062927]","[0.007172462530434132, 0.005079794209450483, -0.004138622898608446, 0.005608467385172844, 0.0018988610245287418, 0.02572205848991871, 0.9960784316062927]",0.0,0.004252492915838957,0.027152160182595253,1.0000001192092896,-0.10283029824495316,0.40892234444618225
29,final,traj029_final.jpg,move the yellow object into the silver pot,"[0.00023856115876697004, -0.00042412252514623106, 1.8581469703349285e-05, -0.00013888080138713121, -0.0014504624996334314, -0.0016785094048827887, 0.9960784316062927]","[0.00023856115876697004, 0.0005471569602377713, 1.8581469703349285e-05, -0.00013888080138713121, -0.0014504624996334314, 0.0015450867358595133, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.0011034843046218157, -0.014669554308056831, -0.0030993218533694744, -0.0078020114451646805, 0.003908454906195402, -0.05164425075054169, 0.9960784316062927]",0.003366742515936494,0.002132514724507928,0.052900586277246475,-0.12851063907146454,0.688508927822113,0.7097291350364685
30,final,traj030_final.jpg,unfold the cloth from top left to bottom right,"[0.002922652056440711, 0.003460995387285948, 0.005734737496823072, -0.002054663607850671, -0.0014504624996334314, -6.67113417875953e-05, 0.9960784316062927]","[0.002922652056440711, 0.003460995387285948, 0.005734737496823072, -0.002054663607850671, -0.0014504624996334314, -6.67113417875953e-05, 0.9960784316062927]","[0.0018042807932943106, -0.00010036268940893933, 0.001057882560417056, -0.0014160692226141691, -0.005469650961458683, 0.0031568848062306643, 0.9960784316062927]","[-0.006247991696000099, 0.0018421962158754468, -0.012453031726181507, 0.015825975686311722, 0.03606196120381355, -0.0016785094048827887, 0.9960784316062927]",0.0,0.007922136224806309,0.04633587598800659,1.0,0.41131144762039185,-0.5194461941719055
31,final,traj031_final.jpg,open the brown box flap,"[0.010303902439773083, -0.0023666813503950834, -0.001280544907785952, -0.01291076559573412, -0.02489572763442993, -0.01940828748047352, 0.9960784316062927]","[0.010303902439773083, -0.0023666813503950834, -0.001280544907785952, -0.015465142205357552, -0.02489572763442993, -0.006513903848826885, 0.9960784316062927]","[0.0013569323346018791, -0.006575559265911579, 0.005994562990963459, 0.04200833663344383, -0.018866945058107376, -0.040361661463975906, 0.9960784316062927]","[-0.0011034843046218157, 0.0031372355297207832, -0.0005010690656490624, 0.00688565568998456, -0.0007805978530086577, 0.0031568848062306643, 0.0]",0.0131449606269598,0.06035054102540016,0.04054200276732445,0.9306846261024475,0.33126920461654663,-0.5005828142166138
32,final,traj032_final.jpg,put the red eggplant on the blue cloth,"[-0.00020878732902929187, -0.00010036268940893933, 0.001057882560417056, 0.0011383076198399067, 0.0018988610245287418, -6.67113417875953e-05, 0.9960784316062927]","[-0.00020878732902929187, -0.00010036268940893933, 0.001057882560417056, 0.0011383076198399067, 0.0018988610245287418, -6.67113417875953e-05, 0.9960784316062927]","[-0.00020878732902929187, -0.00010036268940893933, -0.0007608943851664662, 0.0030540903098881245, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.00020878732902929187, 0.00022339713177643716, -0.00024124380433931947, 0.0004997134092263877, -0.0007805978530086577, -6.67113417875953e-05, 0.9960784316062927]",0.0,0.0033191326074302197,0.003062654286623001,1.0,0.3235183358192444,-0.46011897921562195
33,final,traj033_final.jpg,reach the end effector toward the corn,"[-0.000879810017067939, 0.0031372355297207832, -0.0010207196464762092, -0.00013888080138713121, -0.010158703662455082, -0.0032903074752539396, 0.9960784316062927]","[0.005606743041425943, -0.0007478823536075652, 0.005215086974203587, -0.011633576825261116, -0.0034600566141307354, -0.011349298059940338, 0.9960784316062927]","[0.006948788184672594, -0.002690441207960248, -0.006996701005846262, 0.0043312786146998405, 0.015296155586838722, -0.006513903848826885, 0.9960784316062927]","[0.0018042807932943106, 0.005079794209450483, -0.0030993218533694744, 0.0024154961574822664, -0.0034600566141307354, 0.0031568848062306643, 0.9960784316062927]",0.01838483102619648,0.028447933495044708,0.010404876433312893,0.29958462715148926,-0.6334174871444702,0.4589279890060425
34,final,traj034_final.jpg,take the lid off the pot or pan,"[1.4886919416312594e-05, -0.0007478823536075652, -0.005697574466466904, -0.010994982905685902, -0.0014504624996334314, -0.011349298059940338, 0.9960784316062927]","[0.005830417387187481, -0.003985480405390263, -0.004398448392748833, -0.010994982905685902, -0.02221626788377762, -0.009737499989569187, 0.9960784316062927]","[0.0006859096465632319, 0.0028134756721556187, -0.007776177022606134, -0.005247634835541248, -0.013508027419447899, -0.006513903848826885, 0.9960784316062927]","[-0.002221855567768216, -0.004633000120520592, 1.8581469703349285e-05, -0.03590015694499016, 0.006587913725525141, 0.009604076854884624, 0.9960784316062927]",0.021904490888118744,0.014807162806391716,0.03430304303765297,0.6195893287658691,0.6394234895706177,0.43478089570999146
35,final,traj035_final.jpg,pick up the glue and put it into the drawer,"[0.0031463264022022486, -0.0007478823536075652, 0.008073165081441402, -0.019935302436351776, -0.00011073314090026543, -0.004902105778455734, 0.9960784316062927]","[-0.0017745069926604629, -0.0075468383729457855, 0.0005382320377975702, -0.030791403725743294, 0.018645478412508965, -0.03552626818418503, 0.9960784316062927]","[0.0013569323346018791, -0.010136917233467102, 0.003915960434824228, -0.05888954922556877, 0.021994803100824356, 0.06601700931787491, 0.9960784316062927]","[-0.010721476748585701, -0.04154162108898163, -0.010634254664182663, -0.0806017518043518, 0.06151682138442993, -0.056479644030332565, 0.9960784316062927]",0.03917531296610832,0.08452364802360535,0.11110818386077881,0.6927592158317566,0.43544724583625793,0.6458447575569153
36,final,traj036_final.jpg,put the green cloth into the dry cleaner,"[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.0019981812220066786, -0.0007478823536075652, -0.006477050483226776, -0.006524823140352964, 0.024004396051168442, 0.0015450867358595133, 0.9960784316062927]",0.0,0.0,0.025914909318089485,1.0,1.0,-0.3458615839481354
