trajectory_id,group,image,lang_original,normal_action,paraphrased_action,contradictory_action,neutral_action,l2_normal_paraphrased_6d,l2_normal_contradictory_6d,l2_normal_neutral_6d,cos_normal_paraphrased_6d,cos_normal_contradictory_6d,cos_normal_neutral_6d
11,initial,traj011_initial.jpg,pick up the box cutter and put it into the drawer,"[-0.005800643470138311, -0.013374514877796173, -0.015051284804940224, -0.030152808874845505, 0.055488038808107376, 0.08052319288253784, 0.9960784316062927]","[-0.005800643470138311, -0.013698275201022625, -0.015051284804940224, -0.04037031903862953, 0.04477020353078842, 0.08052319288253784, 0.9960784316062927]","[-0.005800643470138311, -0.013374514877796173, -0.015051284804940224, -0.07293862104415894, -0.012168297544121742, 0.0901939794421196, 0.9960784316062927]","[0.005383068695664406, 0.0015184363583102822, -0.011153905652463436, -0.018658112734556198, -0.010158703662455082, 0.004768683109432459, 0.9960784316062927]",0.014811290428042412,0.08063206821680069,0.10267635434865952,0.9899136424064636,0.7453424334526062,0.19045445322990417
12,initial,traj012_initial.jpg,pick up the paper,"[-0.00244552968069911, 0.0076698730699718, 0.004175785928964615, -0.005886228755116463, 0.0005591315566562116, 0.014439471065998077, 0.9960784316062927]","[-0.00244552968069911, -0.0017191617516800761, -0.007776177022606134, 0.0017769018886610866, 0.026013990864157677, -0.0016785094048827887, 0.9960784316062927]","[-0.00244552968069911, -0.0017191617516800761, -0.007776177022606134, 0.005608467385172844, 0.019315343350172043, 0.0015450867358595133, 0.9960784316062927]","[-0.00244552968069911, -0.0007478823536075652, -0.007776177022606134, 0.0017769018886610866, 0.026013990864157677, -0.0016785094048827887, 0.9960784316062927]",0.03460442274808884,0.02968488074839115,0.03435361385345459,-0.12087885290384293,-0.10048583149909973,-0.10599629580974579
13,initial,traj013_initial.jpg,put the toy pizza in the drawer,"[0.009185531176626682, -0.013374514877796173, -0.015311109833419323, -0.065914086997509, -0.0034600566141307354, 0.027333855628967285, 0.9960784316062927]","[0.028197841718792915, 0.019001467153429985, -0.02544429525732994, -0.011633576825261116, 0.0012289963196963072, -0.04197346046566963, 0.9960784316062927]","[0.024619054049253464, -0.019525952637195587, -0.006736875511705875, 0.00688565568998456, 0.03740169107913971, -0.13223415613174438, 0.9960784316062927]","[0.009632878936827183, 0.025476662442088127, -0.009594953618943691, -0.003331851912662387, 0.01663588546216488, 0.03861644119024277, 0.9960784316062927]",0.0963546484708786,0.1810552030801773,0.07739488780498505,0.0021355142816901207,-0.3411131501197815,0.2907237112522125
14,initial,traj014_initial.jpg,move the yellow cloth slightly backward to the edge of the table and to the left of the pot,"[0.003817348973825574, 0.0015184363583102822, -0.01297268271446228, -0.036538753658533096, 0.044100336730480194, 0.0466754324734211, 0.9960784316062927]","[0.003817348973825574, 0.0015184363583102822, -0.01297268271446228, -0.036538753658533096, 0.044100336730480194, 0.0466754324734211, 0.9960784316062927]","[0.003817348973825574, 0.0015184363583102822, -0.011413730680942535, -0.039731722325086594, 0.07759357243776321, 0.016051270067691803, 0.9960784316062927]","[-0.0004324615583755076, 0.00022339713177643716, -0.0005010690656490624, 0.0011383076198399067, 0.0018988610245287418, -0.0016785094048827887, 0.9960784316062927]",0.0,0.04552209749817848,0.07559039443731308,1.0000001192092896,0.8611399531364441,-0.1440829187631607
15,initial,traj015_initial.jpg,place the drumstick on the back right corner of the table,"[0.0011332581052556634, 0.02288658544421196, 0.003136484883725643, 0.0004997134092263877, 0.003238590434193611, 0.014439471065998077, 0.9960784316062927]","[0.0011332581052556634, -0.0007478823536075652, 0.00027840674738399684, -0.036538753658533096, 0.0012289963196963072, 0.0015450867358595133, 0.9960784316062927]","[0.0011332581052556634, 0.02191530540585518, -0.004398448392748833, 0.00944003276526928, 0.013956425711512566, 0.051510825753211975, 0.9960784316062927]","[0.006277765613049269, 0.006374833639711142, -0.006736875511705875, 0.022211916744709015, -0.012168297544121742, -0.02263188362121582, 0.9960784316062927]",0.04592284932732582,0.04033367335796356,0.04979622736573219,-0.0068888114765286446,0.7966210246086121,-0.22727549076080322
16,initial,traj016_initial.jpg,turn the lever from vertical to the front,"[0.0013569323346018791, 0.0011946766171604395, -0.008036002516746521, 0.011355815455317497, 0.006587913725525141, -0.008125701919198036, 0.9960784316062927]","[0.0013569323346018791, 0.0015184363583102822, 0.0007980572991073132, 0.01391019206494093, -0.004129921551793814, -0.021020086482167244, 0.9960784316062927]","[0.0018042807932943106, -0.0013954020105302334, -0.019468314945697784, -0.005247634835541248, 0.0018988610245287418, -0.009737499989569187, 0.9960784316062927]","[-0.0011034843046218157, -0.0036617207806557417, 1.8581469703349285e-05, -0.002693257760256529, 0.003238590434193611, -0.008125701919198036, 0.9960784316062927]",0.01912609301507473,0.02092524990439415,0.017410026863217354,0.6660631895065308,0.47885048389434814,0.2924070656299591
17,initial,traj017_initial.jpg,put the cover of the silver pot on the bottom right side of the table,"[-0.0017745069926604629, -0.0020429217256605625, -0.011413730680942535, -0.013549359515309334, 0.031372908502817154, 0.0015450867358595133, 0.9960784316062927]","[-0.0017745069926604629, -0.0020429217256605625, -0.011413730680942535, -0.013549359515309334, 0.031372908502817154, 0.0015450867358595133, 0.9960784316062927]","[-0.002221855567768216, -0.0007478823536075652, -0.010374429635703564, -0.005247634835541248, 0.03338250145316124, -6.67113417875953e-05, 0.9960784316062927]","[-0.0019981812220066786, 0.0008709167595952749, -0.01453163381665945, -0.003331851912662387, 0.039411284029483795, -6.67113417875953e-05, 0.9960784316062927]",0.0,0.008860721252858639,0.013779427856206894,0.9999999403953552,0.9695711135864258,0.9496945738792419
18,initial,traj018_initial.jpg,sweep into a pile,"[0.002027955139055848, -0.003337960923090577, 1.8581469703349285e-05, -0.002054663607850671, -0.006809380371123552, -6.67113417875953e-05, 0.9960784316062927]","[0.002027955139055848, 0.006374833639711142, -0.005177923943847418, 0.008162843994796276, -0.004129921551793814, -0.0645386353135109, 0.9960784316062927]","[-0.0019981812220066786, -0.0013954020105302334, -0.00985477864742279, -0.01610373705625534, 0.02467426098883152, 0.0031568848062306643, 0.9960784316062927]","[0.0018042807932943106, -0.008518118411302567, -0.0023198460694402456, 0.0004997134092263877, 0.012616695836186409, -0.004902105778455734, 0.9960784316062927]",0.066253662109375,0.0362829752266407,0.02096736989915371,-0.0030124452896416187,-0.5299997329711914,-0.41331353783607483
19,initial,traj019_initial.jpg,put the green object into the drawer,"[-0.0028928781393915415, -0.00042412252514623106, -0.007776177022606134, -0.004609040450304747, 0.027353720739483833, -0.006513903848826885, 0.9960784316062927]","[-0.0028928781393915415, -0.00042412252514623106, -0.007776177022606134, -0.004609040450304747, 0.027353720739483833, -0.006513903848826885, 0.9960784316062927]","[-0.0028928781393915415, -0.00042412252514623106, -0.008036002516746521, -0.004609040450304747, 0.027353720739483833, -0.006513903848826885, 0.9960784316062927]","[-0.003340226598083973, -0.0010716421529650688, -0.008815477602183819, -0.006524823140352964, 0.03338250145316124, -0.004902105778455734, 0.9960784316062927]",0.0,0.0002598254941403866,0.006656866054981947,0.9999999403953552,0.9999644756317139,0.9959075450897217
20,initial,traj020_initial.jpg,pick up the pan from the stove,"[0.008514507673680782, 0.0011946766171604395, -0.011153905652463436, -0.02632124349474907, 0.0005591315566562116, -0.006513903848826885, 0.9960784316062927]","[0.008514507673680782, 0.002489715814590454, 1.8581469703349285e-05, 0.01774175837635994, -0.006809380371123552, -0.024243682622909546, 0.9960784316062927]","[-0.003116552485153079, -0.0030142010655254126, 0.020544778555631638, -0.047394853085279465, 0.014626290649175644, 0.03700464591383934, 0.9960784316062927]","[0.0024753035977482796, 0.00022339713177643716, -0.004398448392748833, 0.032429423183202744, -0.0027901919092983007, -0.03874986618757248, 0.9960784316062927]",0.04936283826828003,0.06077539920806885,0.06771312654018402,-0.24255120754241943,0.37823009490966797,-0.34251004457473755
21,initial,traj021_initial.jpg,close the drawer,"[-0.0006561357877217233, 0.0008709167595952749, -0.011153905652463436, 0.022211916744709015, 0.027353720739483833, 0.0031568848062306643, 0.9960784316062927]","[-0.0006561357877217233, 0.0008709167595952749, -0.011153905652463436, 0.022211916744709015, 0.027353720739483833, 0.0031568848062306643, 0.9960784316062927]","[-0.0028928781393915415, 0.0005471569602377713, -0.011153905652463436, 0.022850511595606804, 0.02869344875216484, -0.008125701919198036, 0.9960784316062927]","[-0.0028928781393915415, 0.0005471569602377713, -0.011413730680942535, 0.024127699434757233, 0.02936331368982792, -0.0016785094048827887, 0.9960784316062927]",0.0,0.011602037586271763,0.006022048648446798,0.9999999403953552,0.9554985165596008,0.9902265667915344
22,initial,traj022_initial.jpg,flip the pot upright in the sink,"[-0.003116552485153079, 0.0005471569602377713, -0.009594953618943691, -0.026959838345646858, 0.044100336730480194, -0.04519705846905708, 0.9960784316062927]","[-0.0073663629591465, 0.0028134756721556187, -0.016350410878658295, 0.05350303277373314, 0.05347844213247299, -0.01940828748047352, 0.9960784316062927]","[-0.003116552485153079, 0.0005471569602377713, -0.017649536952376366, -0.003331851912662387, 0.0253441259264946, 0.02088666334748268, 0.9960784316062927]","[0.0024753035977482796, 0.012850030325353146, -0.0030993218533694744, 0.0011383076198399067, -0.0027901919092983007, -0.006513903848826885, 0.9960784316062927]",0.08541730791330338,0.07308907061815262,0.06862533837556839,0.3548473119735718,0.16986335813999176,0.1604335606098175
23,initial,traj023_initial.jpg,move the orange object to the lower middle of the burner,"[-0.0013271585339680314, 0.0008709167595952749, -0.00829582754522562, 0.029875047504901886, -0.0007805978530086577, -0.0016785094048827887, 0.9960784316062927]","[-0.0013271585339680314, 0.0008709167595952749, -0.00829582754522562, 0.030513642355799675, -0.0007805978530086577, -0.0016785094048827887, 0.9960784316062927]","[-0.0019981812220066786, -0.00010036268940893933, -0.006996701005846262, 0.028597859665751457, -0.0007805978530086577, -0.0032903074752539396, 0.9960784316062927]","[0.008738182485103607, 0.01964898593723774, 0.003656135406345129, -0.02568265050649643, -0.012168297544121742, -0.17252910137176514, 0.9960784316062927]",0.000638594850897789,0.0027037912514060736,0.18166737258434296,0.9999844431877136,0.9971023201942444,-0.08995722979307175
24,initial,traj024_initial.jpg,move the silver can to the right side,"[-0.009155756793916225, 0.014792589470744133, 0.003396310145035386, 0.049032874405384064, -0.040972478687763214, 0.06924060732126236, 0.9960784316062927]","[-0.0073663629591465, 0.007993632927536964, 0.016647398471832275, 0.019657541066408157, -0.013508027419447899, -0.14190493524074554, 0.9960784316062927]","[-0.009155756793916225, 0.003460995387285948, 0.007553514558821917, -0.04100891202688217, 0.06151682138442993, 0.164336696267128, 0.9960784316062927]","[0.004041023086756468, 0.012526270002126694, -0.007516351528465748, -0.003331851912662387, -0.005469650961458683, 0.08052319288253784, 0.9960784316062927]",0.21546384692192078,0.16673491895198822,0.06654464453458786,-0.5791821479797363,0.4047018587589264,0.7308869957923889
25,initial,traj025_initial.jpg,move the blue brush on top of the blue cloth,"[-0.00020878732902929187, -0.00010036268940893933, -0.0025796713307499886, 0.0024154961574822664, 0.011276966892182827, 0.03378104791045189, 0.9960784316062927]","[-0.00020878732902929187, -0.00010036268940893933, -0.0025796713307499886, 0.0024154961574822664, 0.011276966892182827, 0.03378104791045189, 0.9960784316062927]","[-0.000879810017067939, -0.0007478823536075652, -0.0025796713307499886, -0.002054663607850671, 0.012616695836186409, 0.004768683109432459, 0.9960784316062927]","[0.01746147684752941, 0.0018421962158754468, -0.015830760821700096, -0.002054663607850671, 0.01663588546216488, 0.01766306720674038, 0.9960784316062927]",0.0,0.029400069266557693,0.028285911306738853,1.0,0.6122859120368958,0.6720601320266724
26,initial,traj026_initial.jpg,move the can into the middle of the table,"[-0.0017745069926604629, -0.0013954020105302334, -0.006736875511705875, -0.03142999857664108, 0.00792764313519001, 0.0031568848062306643, 0.9960784316062927]","[-0.0017745069926604629, -0.0013954020105302334, -0.006736875511705875, -0.03142999857664108, 0.00792764313519001, 0.0031568848062306643, 0.9960784316062927]","[-0.0017745069926604629, -0.0007478823536075652, -0.006736875511705875, -0.030791403725743294, 0.00993723701685667, 0.00638048117980361, 0.9960784316062927]","[-0.0017745069926604629, -0.0010716421529650688, -0.00595739996060729, -0.019935302436351776, 0.00993723701685667, 0.00638048117980361, 0.9960784316062927]",0.0,0.0039060371927917004,0.012135505676269531,1.0,0.9932765364646912,0.9622665643692017
27,initial,traj027_initial.jpg,put the cucumber in the cup,"[-0.006024317815899849, 0.002489715814590454, -0.009594953618943691, 0.010717221535742283, 0.03405236825346947, 0.0031568848062306643, 0.9960784316062927]","[-0.006024317815899849, 0.002489715814590454, -0.009594953618943691, 0.010717221535742283, 0.03405236825346947, 0.0031568848062306643, 0.9960784316062927]","[-0.006024317815899849, 0.0005471569602377713, -0.008815477602183819, 0.0036926844622939825, 0.026683855801820755, 0.0031568848062306643, 0.9960784316062927]","[0.002027955139055848, 0.015763867646455765, 0.00027840674738399684, 0.04264693334698677, -0.009488838724792004, 0.17884287238121033, 0.9960784316062927]",0.0,0.010393277741968632,0.18471446633338928,0.9999999403953552,0.9838318228721619,0.1038520485162735
28,initial,traj028_initial.jpg,move the purple cloth to the lower right of the table,"[-0.0019981812220066786, -0.0013954020105302334, -0.010894079692661762, 0.02732067182660103, 0.017975613474845886, -0.0016785094048827887, 0.9960784316062927]","[-0.0019981812220066786, -0.0013954020105302334, -0.010894079692661762, 0.02732067182660103, 0.017975613474845886, -0.0016785094048827887, 0.9960784316062927]","[-0.00244552968069911, -0.0013954020105302334, -0.010894079692661762, 0.02732067182660103, 0.0159660205245018, -0.0016785094048827887, 0.9960784316062927]","[-0.000879810017067939, -0.0007478823536075652, -0.009594953618943691, -0.022489678114652634, 0.017305748537182808, 0.004768683109432459, 0.9960784316062927]",0.0,0.0020587823819369078,0.050263743847608566,0.9999998807907104,0.9985832571983337,-0.1942744255065918
29,initial,traj029_initial.jpg,move the yellow object into the silver pot,"[-0.003340226598083973, -0.00042412252514623106, -0.012453031726181507, 0.0004997134092263877, 0.035392098128795624, -6.67113417875953e-05, 0.9960784316062927]","[-0.003340226598083973, -0.00042412252514623106, -0.011673555709421635, 0.0004997134092263877, 0.035392098128795624, -6.67113417875953e-05, 0.9960784316062927]","[-0.003340226598083973, -0.0017191617516800761, -0.012193206697702408, -0.003331851912662387, 0.035392098128795624, -6.67113417875953e-05, 0.9960784316062927]","[-0.004234923515468836, -0.00010036268940893933, -0.010894079692661762, -0.0014160692226141691, 0.03807155415415764, -6.67113417875953e-05, 0.9960784316062927]",0.0007794760167598724,0.0040528420358896255,0.0037663434632122517,0.9998067021369934,0.9942312836647034,0.9968547224998474
30,initial,traj030_initial.jpg,unfold the cloth from top left to bottom right,"[0.0024753035977482796, -0.01207947637885809, -0.001280544907785952, 0.0011383076198399067, 0.04008115082979202, 0.030557451769709587, 0.9960784316062927]","[0.0024753035977482796, -0.01207947637885809, -0.001280544907785952, 0.0011383076198399067, 0.04008115082979202, 0.030557451769709587, 0.9960784316062927]","[-0.00020878732902929187, -0.0010716421529650688, 0.0005382320377975702, 0.0024154961574822664, 0.00591804925352335, -0.0032903074752539396, 0.9960784316062927]","[0.005383068695664406, -0.026324907317757607, 0.01690722443163395, 0.01774175837635994, 0.00792764313519001, -0.01457289420068264, 0.9960784316062927]",0.0,0.049458108842372894,0.06235746294260025,1.0000001192092896,0.3992878198623657,0.09748389571905136
31,initial,traj031_initial.jpg,open the brown box flap,"[-0.006247991696000099, -0.0010716421529650688, -0.007256526034325361, -0.005247634835541248, 0.011946831829845905, 0.012827672995626926, 0.9960784316062927]","[-0.006247991696000099, 0.0037847552448511124, -0.015311109833419323, 0.05094865709543228, 0.06285654753446579, 0.004768683109432459, 0.9960784316062927]","[-0.0035639009438455105, 0.009288672357797623, -0.01453163381665945, 0.08160118013620377, 0.047449659556150436, -0.1644701212644577, 0.9960784316062927]","[-0.0035639009438455105, 0.007993632927536964, -0.01453163381665945, 0.048394281417131424, 0.05481817200779915, -0.009737499989569187, 0.9960784316062927]",0.07683248072862625,0.2010103166103363,0.07325915992259979,0.4034147560596466,-0.47057682275772095,0.25246062874794006
32,initial,traj032_initial.jpg,put the red eggplant on the blue cloth,"[-0.0028928781393915415, 0.0011946766171604395, -0.00595739996060729, 0.02540488913655281, 0.0018988610245287418, -0.004902105778455734, 0.9960784316062927]","[-0.0028928781393915415, 0.0011946766171604395, -0.00595739996060729, 0.024127699434757233, 0.0025687257293611765, -0.004902105778455734, 0.9960784316062927]","[-0.0026692040264606476, 0.0028134756721556187, -0.005437749437987804, 0.020934728905558586, 0.0018988610245287418, 0.03861644119024277, 0.9960784316062927]","[-0.01049780286848545, 0.00022339713177643716, -0.010894079692661762, 0.04520130902528763, 0.013956425711512566, 0.051510825753211975, 0.9960784316062927]",0.001442197011783719,0.04378112405538559,0.06166725978255272,0.9994475841522217,0.3268921375274658,0.5307384133338928
33,initial,traj033_initial.jpg,reach the end effector toward the corn,"[0.005383068695664406, -0.0017191617516800761, -0.0010207196464762092, 0.03370661288499832, -0.03293410316109657, -0.011349298059940338, 0.9960784316062927]","[0.003817348973825574, -0.0017191617516800761, 0.008592815138399601, -0.028875621035695076, -0.00011073314090026543, -0.03552626818418503, 0.9960784316062927]","[0.011422272771596909, 0.01738266833126545, -0.0020600208081305027, 0.08160118013620377, -0.031594373285770416, -0.06292683631181717, 0.9960784316062927]","[0.004488371778279543, 0.0018421962158754468, -0.003878797637298703, -0.04356328770518303, -0.03695329278707504, 0.06279341131448746, 0.9960784316062927]",0.07532136142253876,0.07320081442594528,0.10726408660411835,-0.2416810244321823,0.8469743132591248,-0.22602254152297974
34,initial,traj034_initial.jpg,take the lid off the pot or pan,"[0.005830417387187481, 0.01641138829290867, -0.003878797637298703, 0.03370661288499832, -0.0027901919092983007, -0.024243682622909546, 0.9960784316062927]","[0.002922652056440711, 0.020296506583690643, 0.001577533083036542, 0.03562239557504654, 0.026013990864157677, -0.061315037310123444, 0.9960784316062927]","[-0.003116552485153079, 0.006374833639711142, -0.0028394965920597315, 0.004969872999936342, 0.02869344875216484, -0.012961096130311489, 0.9960784316062927]","[-0.0004324615583755076, 0.00022339713177643716, -0.004398448392748833, 0.0004997134092263877, 0.012616695836186409, 0.0031568848062306643, 0.9960784316062927]",0.0475495271384716,0.04611048847436905,0.048912230879068375,0.8347265720367432,0.3363240361213684,-0.12320813536643982
35,initial,traj035_initial.jpg,pick up the glue and put it into the drawer,"[0.002251629251986742, -0.006899319123476744, -0.01661023683845997, -0.03206859156489372, 0.06151682138442993, 0.04828723147511482, 0.9960784316062927]","[0.002251629251986742, -0.006899319123476744, -0.01661023683845997, 0.0004997134092263877, 0.06285654753446579, 0.019274866208434105, 0.9960784316062927]","[0.002251629251986742, -0.014022034592926502, -0.017649536952376366, -0.0078020114451646805, 0.06285654753446579, -0.0032903074752539396, 0.9960784316062927]","[-0.00244552968069911, -0.0007478823536075652, -0.007256526034325361, -0.01291076559573412, 0.00993723701685667, -0.021020086482167244, 0.9960784316062927]",0.043637219816446304,0.05746927484869957,0.08932175487279892,0.8667412400245667,0.7476824522018433,0.05453643575310707
36,initial,traj036_initial.jpg,put the green cloth into the dry cleaner,"[-0.003116552485153079, -0.00010036268940893933, -0.008036002516746521, 0.0017769018886610866, 0.026013990864157677, 0.0015450867358595133, 0.9960784316062927]","[-0.002221855567768216, 0.00022339713177643716, -0.008815477602183819, 0.0017769018886610866, 0.027353720739483833, 0.0015450867358595133, 0.9960784316062927]","[-0.003116552485153079, -0.00010036268940893933, -0.008036002516746521, 0.0017769018886610866, 0.027353720739483833, 0.0015450867358595133, 0.9960784316062927]","[-0.0019981812220066786, -0.0007478823536075652, -0.007776177022606134, 0.0004997134092263877, 0.027353720739483833, 0.0015450867358595133, 0.9960784316062927]",0.0018187249079346657,0.0013397298753261566,0.0022723625879734755,0.9991811513900757,0.9998855590820312,0.9974260926246643
